"Domain","RankLevel","MoistureLevel","Compartment","Species","Climate","Taxon","mean_RA","se_RA"
"Bacteria","Order","M2","Soil","Lolium","Future","Burkholderiales",0.183502502699767,0.0302182026695821
"Bacteria","Order","M2","Soil","Lolium","Future","Rhizobiales",0.178852783453691,0.013412307817113
"Bacteria","Order","M2","Soil","Lolium","Future","Gaiellales",0.16108166154918,0.0349865151397072
"Bacteria","Order","M2","Soil","Lolium","Future","Other",0.00887059276093511,0.000845025232794021
"Bacteria","Order","M3","Leaf","Festuca","Current","Micrococcales",0.723281528293869,0.412466049127105
"Bacteria","Order","M3","Leaf","Festuca","Current","Burkholderiales",0.196642165504896,0.170240853270142
"Bacteria","Order","M3","Leaf","Festuca","Current","Rhizobiales",0.0783554988985025,0.0783554988985025
"Bacteria","Order","M3","Leaf","Festuca","Current","Other",0.00172080730273252,0.000906203198694343
"Bacteria","Order","M3","Leaf","Festuca","Current","Gaiellales",0,0
"Bacteria","Order","M3","Leaf","Festuca","Current","Propionibacteriales",0,0
"Bacteria","Order","M3","Leaf","Festuca","Future","Micrococcales",0.535875298559284,0.344988120952036
"Bacteria","Order","M3","Leaf","Festuca","Future","Burkholderiales",0.33113888881072,0.20253921667614
"Bacteria","Order","M3","Leaf","Festuca","Future","Rhizobiales",0.125390494682321,0.124368161361677
"Bacteria","Order","M3","Leaf","Festuca","Future","Other",0.00759531794767471,0.00321322195849074
"Bacteria","Order","M3","Leaf","Festuca","Future","Gaiellales",0,0
"Bacteria","Order","M3","Leaf","Festuca","Future","Propionibacteriales",0,0
"Bacteria","Order","M3","Leaf","Lolium","Current","Micrococcales",0.431673246041375,0.271886052333779
"Bacteria","Order","M3","Leaf","Lolium","Current","Rhizobiales",0.356437362886041,0.152444028529831
"Bacteria","Order","M3","Leaf","Lolium","Current","Burkholderiales",0.171687106730449,0.171687106730449
"Bacteria","Order","M3","Leaf","Lolium","Current","Gaiellales",0.0373232840718367,0.0373232840718367
"Bacteria","Order","M3","Leaf","Lolium","Current","Other",0.00287900027029914,0.00128889857345368
"Bacteria","Order","M3","Leaf","Lolium","Current","Propionibacteriales",0,0
"Bacteria","Order","M3","Leaf","Lolium","Future","Micrococcales",0.519665158130831,0.350834532101959
"Bacteria","Order","M3","Leaf","Lolium","Future","Gaiellales",0.467500490311012,0.256419890881238
"Bacteria","Order","M3","Leaf","Lolium","Future","Rhizobiales",0.00691227930474636,0.00691227930474636
"Bacteria","Order","M3","Leaf","Lolium","Future","Other",0.00592207225341046,0.00235267880460361
"Bacteria","Order","M3","Leaf","Lolium","Future","Burkholderiales",0,0
"Bacteria","Order","M3","Leaf","Lolium","Future","Propionibacteriales",0,0
"Bacteria","Order","M3","Root","Festuca","Current","Rhizobiales",0.389831796225075,0.0233367718466769
"Bacteria","Order","M3","Root","Festuca","Current","Micrococcales",0.237026473764643,0.0508293217482759
"Bacteria","Order","M3","Root","Festuca","Current","Propionibacteriales",0.209825405767536,0.0304756384503865
"Bacteria","Order","M3","Root","Festuca","Current","Burkholderiales",0.136952057025308,0.0135072843278082
"Bacteria","Order","M3","Root","Festuca","Current","Gaiellales",0.0165294365430512,0.00244112170671553
"Bacteria","Order","M3","Root","Festuca","Current","Other",0.00983483067438547,0.00100025617616478
"Bacteria","Order","M3","Root","Festuca","Future","Rhizobiales",0.415625273326748,0.0484609248768588
"Bacteria","Order","M3","Root","Festuca","Future","Propionibacteriales",0.221738386859197,0.0217473624100004
"Bacteria","Order","M3","Root","Festuca","Future","Micrococcales",0.218602047631647,0.0225591846487699
"Bacteria","Order","M3","Root","Festuca","Future","Burkholderiales",0.118892345845565,0.0124955416924707
"Bacteria","Order","M3","Root","Festuca","Future","Gaiellales",0.0172812469179737,0.003141193850034
"Bacteria","Order","M3","Root","Festuca","Future","Other",0.00786069941886993,0.000814138757764432
"Bacteria","Order","M3","Root","Lolium","Current","Rhizobiales",0.354798446401822,0.0587857212218301
"Bacteria","Order","M3","Root","Lolium","Current","Micrococcales",0.243758395834447,0.0500829349090614
"Bacteria","Order","M3","Root","Lolium","Current","Propionibacteriales",0.186935677487353,0.0332348189554098
"Bacteria","Order","M3","Root","Lolium","Current","Burkholderiales",0.165797670553862,0.0347565493984329
"Bacteria","Order","M3","Root","Lolium","Current","Gaiellales",0.0402069970681963,0.00428184980530876
"Bacteria","Order","M3","Root","Lolium","Current","Other",0.00850281265432059,0.000846707546171273
"Bacteria","Order","M3","Root","Lolium","Future","Rhizobiales",0.31931199574021,0.0533423338802132
"Bacteria","Order","M3","Root","Lolium","Future","Micrococcales",0.285125406693813,0.0481074157599723
"Bacteria","Order","M3","Root","Lolium","Future","Propionibacteriales",0.221531581605041,0.0388097857118461
"Bacteria","Order","M3","Root","Lolium","Future","Burkholderiales",0.14971691275698,0.014475125608392
"Bacteria","Order","M3","Root","Lolium","Future","Gaiellales",0.0153523874535802,0.0050255187963507
"Bacteria","Order","M3","Root","Lolium","Future","Other",0.00896171575037552,0.000920610175243349
"Bacteria","Order","M3","Soil","Festuca","Current","Rhizobiales",0.249520009772203,0.0140581355364686
"Bacteria","Order","M3","Soil","Festuca","Current","Burkholderiales",0.241765995076118,0.0281505476494344
"Bacteria","Order","M3","Soil","Festuca","Current","Micrococcales",0.177273730716946,0.0385235901634057
"Bacteria","Order","M3","Soil","Festuca","Current","Gaiellales",0.171931385727818,0.00496418746330997
"Bacteria","Order","M3","Soil","Festuca","Current","Propionibacteriales",0.149131274868017,0.0248146921362025
"Bacteria","Order","M3","Soil","Festuca","Current","Other",0.0103776038388978,0.000836408783641153
"Bacteria","Order","M3","Soil","Festuca","Future","Rhizobiales",0.235426954087353,0.014933619273343
"Bacteria","Order","M3","Soil","Festuca","Future","Burkholderiales",0.224402197182562,0.0305486866020767
"Bacteria","Order","M3","Soil","Festuca","Future","Micrococcales",0.193956130472262,0.0436844082039028
"Bacteria","Order","M3","Soil","Festuca","Future","Propionibacteriales",0.192435869913555,0.020596894406983
"Bacteria","Order","M3","Soil","Festuca","Future","Gaiellales",0.144554743911939,0.0318227937295244
"Bacteria","Order","M3","Soil","Festuca","Future","Other",0.00922410443232797,0.00083969886576846
"Bacteria","Order","M3","Soil","Lolium","Current","Gaiellales",0.267932205150854,0.00776995318897324
"Bacteria","Order","M3","Soil","Lolium","Current","Micrococcales",0.240872982964523,0.013465350043587
"Bacteria","Order","M3","Soil","Lolium","Current","Propionibacteriales",0.185390423451015,0.00817223573976513
"Bacteria","Order","M3","Soil","Lolium","Current","Rhizobiales",0.156896592295858,0.0272217546057719
"Bacteria","Order","M3","Soil","Lolium","Current","Burkholderiales",0.13833932937626,0.0202529279102593
"Bacteria","Order","M3","Soil","Lolium","Current","Other",0.0105684667614893,0.00106248993379515
"Bacteria","Order","M3","Soil","Lolium","Future","Micrococcales",0.275004692695925,0.064847012341222
"Bacteria","Order","M3","Soil","Lolium","Future","Propionibacteriales",0.197008631484718,0.0175489849366591
"Bacteria","Order","M3","Soil","Lolium","Future","Rhizobiales",0.194606154354298,0.0180235141102806
"Bacteria","Order","M3","Soil","Lolium","Future","Burkholderiales",0.179251101206461,0.00870940229925363
"Bacteria","Order","M3","Soil","Lolium","Future","Gaiellales",0.144352228435339,0.0219340490238659
"Bacteria","Order","M3","Soil","Lolium","Future","Other",0.00977719182325846,0.000928738456094442
"Bacteria","Order","M4","Leaf","Festuca","Current","Rhizobiales",0.735857839110673,0.635949023056721
"Bacteria","Order","M4","Leaf","Festuca","Current","Micrococcales",0.171129730025738,0.171129730025738
"Bacteria","Order","M4","Leaf","Festuca","Current","Burkholderiales",0.0889874596133837,0.0889874596133837
"Bacteria","Order","M4","Leaf","Festuca","Current","Other",0.00402497125020533,0.00276566536191891
"Bacteria","Order","M4","Leaf","Festuca","Current","Gaiellales",0,0
"Bacteria","Order","M4","Leaf","Festuca","Current","Propionibacteriales",0,0
"Bacteria","Order","M4","Leaf","Festuca","Future","Micrococcales",0.720402613742441,0.335653936683391
"Bacteria","Order","M4","Leaf","Festuca","Future","Burkholderiales",0.169108594775221,0.169108594775221
"Bacteria","Order","M4","Leaf","Festuca","Future","Rhizobiales",0.0676434379100884,0.0676434379100883
"Bacteria","Order","M4","Leaf","Festuca","Future","Propionibacteriales",0.0338217189550442,0.0338217189550442
"Bacteria","Order","M4","Leaf","Festuca","Future","Other",0.00902363461720575,0.00413361668038646
"Bacteria","Order","M4","Leaf","Festuca","Future","Gaiellales",0,0
"Bacteria","Order","M4","Leaf","Lolium","Current","Micrococcales",0.649921297431374,0.217467708757755
"Bacteria","Order","M4","Leaf","Lolium","Current","Rhizobiales",0.301172821001192,0.0365360977371439
"Bacteria","Order","M4","Leaf","Lolium","Current","Gaiellales",0.0450977567087306,0.0450977567087306
"Bacteria","Order","M4","Leaf","Lolium","Current","Other",0.00380812485870352,0.00144921567385151
"Bacteria","Order","M4","Leaf","Lolium","Current","Burkholderiales",0,0
"Bacteria","Order","M4","Leaf","Lolium","Current","Propionibacteriales",0,0
"Bacteria","Order","M4","Leaf","Lolium","Future","Gaiellales",0.744047619047619,0.744047619047619
"Bacteria","Order","M4","Leaf","Lolium","Future","Propionibacteriales",0.248015873015873,0.248015873015873
"Bacteria","Order","M4","Leaf","Lolium","Future","Other",0.00793650793650789,0.00430648495719117
"Bacteria","Order","M4","Leaf","Lolium","Future","Burkholderiales",0,0
"Bacteria","Order","M4","Leaf","Lolium","Future","Micrococcales",0,0
"Bacteria","Order","M4","Leaf","Lolium","Future","Rhizobiales",0,0
"Bacteria","Order","M4","Root","Festuca","Current","Rhizobiales",0.387646026301767,0.030684859152057
"Bacteria","Order","M4","Root","Festuca","Current","Micrococcales",0.204879530200549,0.0382517749348934
"Bacteria","Order","M4","Root","Festuca","Current","Propionibacteriales",0.189790450809992,0.0291589429292539
"Bacteria","Order","M4","Root","Festuca","Current","Burkholderiales",0.176063365483866,0.00684364709508349
"Bacteria","Order","M4","Root","Festuca","Current","Gaiellales",0.0329335957873833,0.00668028003261134
"Bacteria","Order","M4","Root","Festuca","Current","Other",0.00868703141644215,0.000796987557780372
"Bacteria","Order","M4","Root","Festuca","Future","Rhizobiales",0.453803535144038,0.018007769554361
"Bacteria","Order","M4","Root","Festuca","Future","Micrococcales",0.232324864200014,0.0457709674499351
"Bacteria","Order","M4","Root","Festuca","Future","Burkholderiales",0.151652458356549,0.0116059988379335
"Bacteria","Order","M4","Root","Festuca","Future","Propionibacteriales",0.136892474865722,0.00675112542272513
"Bacteria","Order","M4","Root","Festuca","Future","Gaiellales",0.0167838825228686,0.00853914559246374
"Bacteria","Order","M4","Root","Festuca","Future","Other",0.00854278491080742,0.00080655346576808
"Bacteria","Order","M4","Root","Lolium","Current","Rhizobiales",0.372773131992942,0.0633563009130459
"Bacteria","Order","M4","Root","Lolium","Current","Burkholderiales",0.213269720181835,0.0263056724428199
"Bacteria","Order","M4","Root","Lolium","Current","Propionibacteriales",0.196242475213152,0.0156283825413771
"Bacteria","Order","M4","Root","Lolium","Current","Micrococcales",0.191773840369966,0.0231782917391366
"Bacteria","Order","M4","Root","Lolium","Current","Gaiellales",0.017903763972049,0.00577498946242236
"Bacteria","Order","M4","Root","Lolium","Current","Other",0.00803706827005587,0.000886407059786327
"Bacteria","Order","M4","Root","Lolium","Future","Rhizobiales",0.422681990245755,0.0186232057219182
"Bacteria","Order","M4","Root","Lolium","Future","Micrococcales",0.203949506407507,0.0453136037934069
"Bacteria","Order","M4","Root","Lolium","Future","Propionibacteriales",0.173691240578891,0.0434701057449479
"Bacteria","Order","M4","Root","Lolium","Future","Burkholderiales",0.172679205493757,0.0117173202894439
"Bacteria","Order","M4","Root","Lolium","Future","Gaiellales",0.0186588073091168,0.00452009866895314
"Bacteria","Order","M4","Root","Lolium","Future","Other",0.00833924996497316,0.000896076069955592
"Bacteria","Order","M4","Soil","Festuca","Current","Rhizobiales",0.273815384730966,0.0292886112207534
"Bacteria","Order","M4","Soil","Festuca","Current","Burkholderiales",0.213679644723276,0.0072541650016752
"Bacteria","Order","M4","Soil","Festuca","Current","Gaiellales",0.190922211480726,0.0304435731617752
"Bacteria","Order","M4","Soil","Festuca","Current","Micrococcales",0.155854781550207,0.031631258804452
"Bacteria","Order","M4","Soil","Festuca","Current","Propionibacteriales",0.155676369030008,0.0311882088700591
"Bacteria","Order","M4","Soil","Festuca","Current","Other",0.0100516084848166,0.000869748018783268
"Bacteria","Order","M4","Soil","Festuca","Future","Rhizobiales",0.353371452554673,0.0546321337679058
"Bacteria","Order","M4","Soil","Festuca","Future","Burkholderiales",0.237118089652318,0.0194853027924927
"Bacteria","Order","M4","Soil","Festuca","Future","Gaiellales",0.203846642405939,0.00650419360208873
"Bacteria","Order","M4","Soil","Festuca","Future","Micrococcales",0.105441891665407,0.0105240388305651
"Bacteria","Order","M4","Soil","Festuca","Future","Propionibacteriales",0.0890587933396412,0.00695497781168845
"Bacteria","Order","M4","Soil","Festuca","Future","Other",0.0111631303820214,0.000897926609646385
"Bacteria","Order","M4","Soil","Lolium","Current","Burkholderiales",0.247366202569457,0.0341796718213708
"Bacteria","Order","M4","Soil","Lolium","Current","Propionibacteriales",0.223861144291742,0.0351117347345964
"Bacteria","Order","M4","Soil","Lolium","Current","Micrococcales",0.207524098086617,0.0272349561290445
"Bacteria","Order","M4","Soil","Lolium","Current","Rhizobiales",0.171889290137475,0.0104227806003267
"Bacteria","Order","M4","Soil","Lolium","Current","Gaiellales",0.140842996314297,0.0173472930133905
"Bacteria","Order","M4","Soil","Lolium","Current","Other",0.00851626860041284,0.000737297143395304
"Bacteria","Order","M4","Soil","Lolium","Future","Gaiellales",0.247727318738983,0.0469300090934187
"Bacteria","Order","M4","Soil","Lolium","Future","Rhizobiales",0.231964060494623,0.0420333912552509
"Bacteria","Order","M4","Soil","Lolium","Future","Burkholderiales",0.211060061678124,0.0436982200662137
"Bacteria","Order","M4","Soil","Lolium","Future","Propionibacteriales",0.154067870591282,0.0330671814657169
"Bacteria","Order","M4","Soil","Lolium","Future","Micrococcales",0.145882794515084,0.0112368964081727
"Bacteria","Order","M4","Soil","Lolium","Future","Other",0.00929789398190284,0.000845170264552175
"Bacteria","Order","M5","Leaf","Festuca","Current","Micrococcales",0.804821657839833,0.247321828143009
"Bacteria","Order","M5","Leaf","Festuca","Current","Rhizobiales",0.180799630877869,0.158945186048375
"Bacteria","Order","M5","Leaf","Festuca","Current","Propionibacteriales",0.0135411651420318,0.0135411651420318
"Bacteria","Order","M5","Leaf","Festuca","Current","Other",0.000837546140266403,0.000466200962485838
"Bacteria","Order","M5","Leaf","Festuca","Current","Burkholderiales",0,0
"Bacteria","Order","M5","Leaf","Festuca","Current","Gaiellales",0,0
"Bacteria","Order","M5","Leaf","Festuca","Future","Micrococcales",0.774106671935737,0.389032494041858
"Bacteria","Order","M5","Leaf","Festuca","Future","Rhizobiales",0.139641663661221,0.139641663661221
"Bacteria","Order","M5","Leaf","Festuca","Future","Burkholderiales",0.0649648717220906,0.0649648717220906
"Bacteria","Order","M5","Leaf","Festuca","Future","Propionibacteriales",0.0165365128019867,0.0165365128019867
"Bacteria","Order","M5","Leaf","Festuca","Future","Other",0.00475027987896492,0.00240095560467489
